event_id,user_id,session_id,timestamp,event_type,voice_volume_db,asset_used,x_coord,y_coord
8d95f9d0-f3f6-41e2-a7de-d20b96ee8181,838bd78f-2bf0-4376-997a-c6f898710680,be944eb9-8355-41f6-a470-a1f19c334545,2026-01-07 20:49:10.724980,explore,33.7,flower,34.7,45.86
1843e09f-26f2-43eb-b60b-a50baa38308f,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:21:17.724980,explore,44.5,flower,95.68,50.28
90f8e937-e906-43b3-b13e-b54203c83822,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:21:44.724980,explore,41.8,cube,74.55,87.09
97910a4d-2094-4d0c-bc8f-abc6c8cddc65,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:21:55.724980,spawn_object,28.4,paintbrush,59.34,80.74
2b06f3b6-43d3-4ba0-b3ef-e470d09e10c6,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:22:22.724980,explore,42.2,cube,64.55,49.36
b16f17f9-190b-49e8-a165-0fab96c9b0ab,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:22:40.724980,wave,44.8,flower,59.71,35.56
144fd0cf-e046-4aba-bd5f-a5099be29e16,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:22:56.724980,wave,38.9,flower,85.81,62.73
47054556-6824-489a-9e09-9c34ac3cd05b,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:23:08.724980,explore,46.7,flower,69.74,14.81
15696e69-221a-45e2-90d4-f9cb626576e6,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:23:33.724980,spawn_object,39.5,flower,68.17,29.87
421627b8-c6cb-41ce-86e2-c75455383e00,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:24:03.724980,wave,35.6,paintbrush,63.02,66.52
53ca16e8-d98b-4496-8433-e753f74d1471,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:24:26.724980,explore,37.3,flower,67.73,50.65
84742619-952c-449b-ae83-7d36659af6f1,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:24:34.724980,explore,36.1,paintbrush,20.88,75.62
9f259faf-c8de-479c-99df-5e2ef88e6bb7,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:24:43.724980,explore,43.3,paintbrush,26.94,47.56
a8c59537-1587-4777-b71a-355a62ef02bd,715fb49a-a481-446d-a9fe-8166c5eb6ac4,2b97139e-a0d4-482d-868a-4addc5e798d3,2026-01-08 02:24:55.724980,explore,35.8,flower,63.58,52.4
e7fa3388-5a7d-4969-a5df-13086ee4a9c3,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:34:28.724980,explore,38.9,flower,20.23,3.09
3ddf2395-048d-43af-b7e2-1963838a5a50,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:34:43.724980,spawn_object,33.7,cube,50.18,16.44
f4cd55bf-626b-4504-926d-4efb5cba81dd,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:34:54.724980,wave,40.9,cube,35.08,48.79
89830964-189e-44e4-97a8-781b5b85f4e1,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:35:22.724980,explore,47.0,paintbrush,7.23,74.75
7e252f4c-72a7-4419-863b-d36e2ae10a49,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:35:43.724980,explore,49.0,cube,39.36,37.44
b2aa7dbd-f837-4d42-bd5a-ae134d374c62,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:35:49.724980,explore,37.4,paintbrush,40.92,94.44
3c551002-45f3-48a2-a586-38d7800590fa,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:36:12.724980,wave,37.9,paintbrush,69.7,78.5
c7e778e6-6a41-4b42-9ed2-8314cc02b245,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:36:29.724980,wave,45.6,flower,95.96,42.49
fb43ffe8-b9ba-4389-b496-113e6ccb4a3b,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:36:50.724980,explore,43.7,paintbrush,28.08,8.14
f336dad6-5875-4711-9c63-bfafbfa1d1d5,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:37:16.724980,wave,41.2,flower,47.86,38.16
6fc9bcf1-fde1-4798-aabf-40a3ba548679,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:37:23.724980,explore,40.1,cube,96.66,98.01
d24c9673-d5eb-4bf0-a399-561033af36f6,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:37:32.724980,explore,48.5,flower,81.56,37.58
cd91e2da-026c-42cf-9232-aaea67538d08,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:38:02.724980,explore,37.7,flower,17.94,66.44
a1487839-fbd2-4eb7-b7a4-3e2e9b29fd14,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:38:25.724980,wave,37.6,flower,97.87,42.75
9bbfa663-deb0-4be8-9007-22d5fb3984e4,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:38:39.724980,wave,36.1,cube,26.49,28.46
05f031f6-dd14-4d07-a081-e0f655a523c2,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:38:45.724980,spawn_object,54.2,cube,48.51,79.44
9bb827c7-8865-4130-92ad-7654264d67f3,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:39:06.724980,explore,41.1,paintbrush,64.8,32.02
85e0ac7c-e3f5-4698-bedb-c453b4bf986c,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:39:24.724980,wave,42.7,flower,1.57,80.26
96166d75-fa78-446d-9086-7f54ee1be0e5,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:39:50.724980,wave,32.6,paintbrush,74.62,93.31
1450bf7c-70b7-440c-aa2d-f3643e9aea26,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:40:16.724980,explore,35.1,flower,17.31,80.88
0559dcb5-d768-4563-9d12-a160e7d3f3ef,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:40:30.724980,explore,41.9,cube,59.85,34.04
74db6001-d7cb-4e2c-a612-b704e61e9ad5,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:40:51.724980,explore,34.3,paintbrush,89.42,61.41
d2e59f63-3e2b-4941-b69c-781fc70cd9dd,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:41:15.724980,explore,33.6,paintbrush,17.13,4.95
8216cadd-0f09-4a66-9105-2097d24da373,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:41:29.724980,explore,41.1,flower,30.54,47.06
576d761a-8032-44b1-aa1e-1d45dc163182,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:41:39.724980,explore,42.2,flower,4.8,60.14
f61967ff-f009-4a3f-964f-9541d8ab5060,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:42:05.724980,spawn_object,38.9,cube,70.7,97.84
d9a73dd3-7281-4d4f-9ed3-4b6b4c39f44c,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:42:19.724980,spawn_object,35.8,flower,38.81,51.95
3cd5736d-b8bc-4f27-b085-876eda2a403c,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:42:43.724980,explore,45.0,paintbrush,58.29,53.67
dd482f4d-420c-4ac1-96ac-463d10b6c7b1,22895c47-9c43-4e6b-8f80-335d496bc6af,0d08b21e-d978-4063-b8b2-eb865c07498e,2026-01-07 23:43:12.724980,explore,42.4,paintbrush,96.47,47.88
53842c43-9353-4988-8b25-413d2b60084d,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:40:10.724980,explore,43.3,cube,12.61,76.97
d497bd7e-c1ff-4b4d-81c9-5f6f986a72d1,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:40:25.724980,explore,35.8,paintbrush,31.24,53.22
f1680fae-ac16-46e5-b2de-3aed68fab685,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:40:33.724980,explore,43.5,cube,12.11,28.91
49657c5e-3f0a-4b53-8924-0fe398c3c3a5,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:40:45.724980,explore,40.3,paintbrush,34.22,65.84
f1bcd453-5dd4-4e40-9ea0-abc755eff5af,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:41:09.724980,explore,38.2,flower,14.9,85.66
1ec46eab-13db-4187-adfb-529b520be8f0,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:41:34.724980,wave,32.9,flower,30.08,11.76
8ae17c23-7f57-4ea1-8b36-9b883f2c96a5,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:41:58.724980,explore,39.6,flower,7.28,74.14
0569f3e5-6b35-44d0-a0e8-c08cb72d85fa,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:42:04.724980,explore,44.0,flower,79.2,27.3
e734f16e-34b1-431b-9fbe-213e2133df6d,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:42:33.724980,explore,41.7,flower,82.4,48.35
80ff3ea6-2a9a-481b-8bf0-f6eb0ff9c170,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:42:52.724980,explore,40.3,cube,91.79,36.92
65b72c41-1ced-40af-82c0-90bab131dadc,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:43:07.724980,explore,36.0,flower,51.84,61.3
c5e2fb1f-21fd-4bc7-b82a-ba9f44c12c6d,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:43:25.724980,spawn_object,41.4,flower,37.89,46.54
79b8187e-4047-4408-898c-9905bba09400,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:43:52.724980,explore,35.3,cube,46.51,8.36
16b7ebad-9d5d-4e9f-b765-494dfd1d6029,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:44:07.724980,spawn_object,51.3,flower,39.31,56.32
4837a4d3-3be6-4da5-bcdd-df35bdff1967,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:44:23.724980,explore,36.5,flower,47.52,13.14
ecb563f7-8e29-4494-ab36-a3b2da7209b5,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:44:29.724980,explore,39.1,flower,51.91,49.34
c3c9e963-9921-4114-8a2f-dc1282fc4e3a,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:44:43.724980,spawn_object,47.3,flower,42.44,23.99
3e64b990-f6d1-4f9e-9d4f-04e5f5ecf948,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:45:07.724980,spawn_object,40.1,cube,59.54,39.61
ae81ed08-29eb-464c-b9b5-9add248ace5a,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:45:26.724980,spawn_object,40.5,flower,78.2,8.7
e5ffa44c-6398-4fad-9495-253b97ab18c0,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:45:39.724980,explore,38.8,cube,99.42,85.15
f51bfc10-0459-493a-8b29-ace2a2b72e4b,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:45:51.724980,explore,38.4,flower,60.76,50.43
95ae7de1-3e16-4c2b-b272-54ab42bba9ca,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:46:00.724980,explore,43.5,flower,0.5,91.58
99c933f7-28bb-484d-a13e-d127d81534ba,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:46:29.724980,wave,47.0,paintbrush,55.2,19.04
8bbd08c6-9688-4046-b434-ed43df2d37e2,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:46:58.724980,wave,39.5,cube,47.83,39.53
d847edd6-bf4b-4a4b-a78c-e4ea624b8048,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:47:08.724980,wave,43.8,paintbrush,23.6,86.84
3e9487a7-e852-42fd-bcfc-6a10b7f6c3a0,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:47:16.724980,explore,34.9,cube,2.17,86.59
ded2f493-5700-4ef0-88a0-81fa297c88f5,794113d6-e280-4f60-80d5-7fbfb1ce8103,dfbdfac5-565d-4a7c-91e2-035f43b220cf,2026-01-08 07:47:32.724980,explore,34.6,flower,49.57,87.27
f7747eb7-f7be-40d2-8bf7-29cef70c8157,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:57:15.724980,explore,33.4,flower,74.95,54.78
e105aa15-a636-4d80-b566-011721f555a9,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:57:34.724980,explore,38.3,flower,89.07,43.3
5434750e-bebf-44ca-bdb5-96fe9a0dd699,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:57:53.724980,explore,44.5,paintbrush,43.72,45.75
b6830ace-1d03-46c3-a69a-99c5665faa5b,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:58:13.724980,wave,49.3,paintbrush,41.95,28.91
8017f0c0-dc6d-4626-95b9-70790f133329,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:58:42.724980,explore,38.9,paintbrush,90.24,89.93
1cf0b39c-4a9d-4b67-8c6f-e62dcd109405,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:58:58.724980,wave,42.0,paintbrush,89.39,52.18
088cb605-3d01-4528-849a-a92641eccfd1,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:59:08.724980,explore,32.9,cube,19.9,39.28
72fb0ea1-7960-4ddb-8b61-a9f7d907779c,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:59:23.724980,explore,39.6,cube,76.52,60.99
044c372c-d276-43a0-ac8a-100c4bc0e4e8,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 19:59:35.724980,explore,38.2,paintbrush,34.56,24.03
1dbc3ad1-9abf-43f5-ae4d-d6314d6d262c,11f9842c-3cf8-40d3-a4a2-3207c68d5f66,b3e41932-ae72-494d-bce8-572d3fa1e954,2026-01-07 20:00:05.724980,explore,45.4,paintbrush,34.86,42.97
476614b6-c1dc-4ca4-8b6f-6d5b93c4918a,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:37:20.724980,explore,44.6,cube,28.66,65.77
6d6d58c2-5322-44ec-8acb-3654d385193f,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:37:25.724980,explore,48.2,paintbrush,50.96,50.66
eaef4307-64a5-497b-a33a-588d57b16fa5,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:37:50.724980,explore,45.5,flower,92.24,67.24
b9767173-85de-4051-88f9-3cf072cf1e05,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:38:05.724980,explore,38.1,flower,42.02,85.54
bdbf3281-d4e9-450c-8fa0-0b2094803e12,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:38:32.724980,explore,50.1,flower,53.06,56.84
06253bdf-ea96-4c2a-8802-8743b386a8bf,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:38:55.724980,explore,42.9,cube,19.61,97.73
17dcb45a-7dc1-47e5-b5e0-0e0b9ccf1f2e,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:39:09.724980,explore,46.1,paintbrush,21.88,12.11
e965e3c1-d5f8-495d-b8e6-f4458815b07c,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:39:31.724980,wave,46.0,flower,61.88,76.82
e40f9115-e81f-43d1-b4e9-f34fbefe0986,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:39:56.724980,explore,35.4,paintbrush,52.93,61.16
56f2cbbe-2363-40a0-acf8-2ffb839a76cf,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:40:18.724980,explore,39.9,cube,17.35,68.32
b3f33561-799d-4c81-922f-e14cc58b9390,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:40:46.724980,explore,40.2,flower,87.8,8.0
19b14418-6b77-4dbe-8519-f0e215c7af35,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:41:09.724980,wave,37.2,paintbrush,14.84,77.1
09eb5bd5-1519-490f-ad73-8405d93c319b,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:41:24.724980,wave,26.3,paintbrush,76.91,12.97
6bd29759-f365-4382-a8d1-b956726185fb,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:41:34.724980,explore,43.6,cube,89.95,54.13
9e86e779-d215-4476-ac4d-f72f546e8ad9,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:41:56.724980,explore,33.9,cube,19.17,76.91
d71b73e4-b22a-4b13-9c1b-e47a384926e7,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:42:08.724980,wave,41.6,paintbrush,45.71,43.04
606e5029-592b-4abc-a128-094a85368a17,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:42:28.724980,explore,47.0,cube,42.95,89.03
16eb730e-2325-43a1-95c7-b74e4cde76ed,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:42:47.724980,spawn_object,37.0,cube,16.37,12.41
0a249db1-4110-4e6c-8186-a593029f794e,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:43:07.724980,wave,28.4,flower,52.03,70.9
b3e21a8c-8434-4eca-a637-c6265b046b3a,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:43:14.724980,spawn_object,37.4,cube,45.31,49.31
be65c34c-5b17-46fb-9141-478e2d30d09b,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:43:22.724980,wave,39.2,flower,55.99,25.59
71415f50-6ea3-4c13-a6ad-1afac632ba8e,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:43:52.724980,spawn_object,39.9,flower,69.88,76.16
7b0956c6-52ee-4428-8c1e-4b924a88098b,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:44:02.724980,explore,36.6,cube,46.93,65.67
baf10c7d-a525-495b-8397-c4f617205e6f,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:44:28.724980,explore,38.4,flower,23.67,76.96
785ca31a-3f8d-49e8-8d1c-a2a946b445b1,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:44:52.724980,spawn_object,38.5,paintbrush,6.56,72.54
9f642915-9d02-45cb-bd10-32b8f3795529,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:45:14.724980,wave,32.1,cube,12.89,41.74
5c6decfc-1447-48c7-90f3-e23285da6159,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:45:21.724980,wave,39.4,cube,12.91,19.33
ba11173d-9ffc-4178-b631-39fb6beb1bed,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:45:46.724980,wave,48.2,flower,28.78,16.25
cf3549c0-5c31-4579-85be-b3bda76bd980,04d8bb93-9030-4ab3-8619-eb21cf536547,d69bcd40-60f9-419f-b244-fdd114ac47a0,2026-01-08 03:46:14.724980,explore,39.7,cube,45.94,59.0
6f4f42af-0e19-4f12-a39a-672e9820616d,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:03:12.724980,explore,33.8,cube,41.65,51.02
32cd1b1a-4194-47de-b00e-9227d9f1e8e3,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:03:19.724980,wave,37.5,flower,9.92,28.3
20a38f4d-0679-42fd-a8a5-344961f08bb8,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:03:37.724980,explore,39.4,paintbrush,91.65,44.92
bc3c1c12-bfc9-4ccf-bc14-7e2aa22753a7,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:04:00.724980,wave,39.1,flower,8.12,9.07
27c694f2-0163-49d8-b2a9-2ae963e54ffe,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:04:18.724980,explore,40.9,cube,17.62,83.17
9ca57338-726b-4bd6-8ff5-057fbe141ea4,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:04:34.724980,explore,40.7,flower,89.97,51.28
66f52a73-2885-49b5-8098-52d51c31a36d,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:05:01.724980,wave,43.9,cube,22.25,29.78
24aa93fc-0225-4cfc-8c37-5ea8771c8f46,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:05:12.724980,spawn_object,31.2,cube,26.65,46.41
cb16be39-3343-4c91-9028-f384e1cc0282,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:05:25.724980,explore,39.5,cube,70.81,37.93
d3e9f1e4-0d98-4636-bf22-37bec1fe4ddf,9b11a537-fe5e-49d0-981c-2775c27af9bf,2acdd3c5-a4b3-4b8a-bfa6-9a4641035dbc,2026-01-08 04:05:47.724980,explore,35.5,paintbrush,41.63,65.08
